REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW5108178	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 02513	421 RYDERS LANE	null	EAST BRUNSWICK	NJ	8816	MIDDLESEX	S	9143	59011010310	OXYCODONE	4.0	null	null	082274080	null	0000	07072008	7.172000000000001	400.0	807019011	OXYCONTIN (OXYCODONE.HCL) CONTROLLED	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	20.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW5108178	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 02513	421 RYDERS LANE	null	EAST BRUNSWICK	NJ	8816	MIDDLESEX	S	9193	00074227714	HYDROCODONE	1.0	null	null	null	null	0000	07182008	0.45405	100.0	807061878	VICOPROFEN TABLETS 7.5MG HYDROCODONE	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	AbbVie Inc.	AbbVie Inc.	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW5108178	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 02513	421 RYDERS LANE	null	EAST BRUNSWICK	NJ	8816	MIDDLESEX	S	9143	63481062370	OXYCODONE	1.0	null	null	083168259	null	0000	08292008	0.44825	100.0	808095792	PERCOCET (OXYCODONE HCL/ACETA) 5MG/3	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW5108178	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 02513	421 RYDERS LANE	null	EAST BRUNSWICK	NJ	8816	MIDDLESEX	S	9143	00406851501	OXYCODONE	4.0	null	null	084023701	null	0000	09262008	5.379	400.0	809091219	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	15.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW5108178	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 02513	421 RYDERS LANE	null	EAST BRUNSWICK	NJ	8816	MIDDLESEX	S	9143	66479058210	OXYCODONE	2.0	null	null	084530412	null	0000	10312008	5.379	200.0	810111501	ROXICODONE (OXYCODONE HCL) 30MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Xanodyne Pharmaceuticals, Inc.	Xanodyne Pharmaceuticals, Inc.	Cardinal Health	30.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW5651674	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04059	100 N WHITE HORSE PIKE	null	MAGNOLIA	NJ	8049	CAMDEN	S	9143	59011010710	OXYCODONE	2.0	null	null	080304222	null	0000	03262008	14.344000000000001	200.0	803083831	OXYCONTIN - 80MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	80.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW5712953	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04287	786 ST. GEORGES AVENUE	null	RAHWAY	NJ	7065	UNION	S	9143	63481062370	OXYCODONE	1.0	null	null	081637786	null	0000	05202008	0.44825	100.0	805062310	PERCOCET (OXYCODONE HCL/ACETA) 5MG/3	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6144315	CHAIN PHARMACY	WEIS PHARMACY DEPT #147	null	140 STATE ROUTE 23	null	FRANKLIN	NJ	7416	SUSSEX	S	9193	00406036101	HYDROCODONE	1.0	null	null	null	null	0000	12272007	0.6054	100.0	712062362	HYDROCODO.BIT 10MG&AC USP TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6144315	CHAIN PHARMACY	WEIS PHARMACY DEPT #147	null	140 STATE ROUTE 23	null	FRANKLIN	NJ	7416	SUSSEX	S	9143	00406051201	OXYCODONE	1.0	null	null	075595290	null	0000	02212008	0.44825	100.0	802066556	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6144315	CHAIN PHARMACY	WEIS PHARMACY DEPT #147	null	140 STATE ROUTE 23	null	FRANKLIN	NJ	7416	SUSSEX	S	9143	60951070070	OXYCODONE	2.0	null	null	081084383	null	0000	05012008	1.34475	200.0	805003020	ENDOCET - 7.5MG OXYCODONE.HCL/325MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6144315	CHAIN PHARMACY	WEIS PHARMACY DEPT #147	null	140 STATE ROUTE 23	null	FRANKLIN	NJ	7416	SUSSEX	S	9193	00406036001	HYDROCODONE	2.0	null	null	null	null	0000	07032008	0.9081	200.0	807014026	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6144315	CHAIN PHARMACY	WEIS PHARMACY DEPT #147	null	140 STATE ROUTE 23	null	FRANKLIN	NJ	7416	SUSSEX	S	9143	60951071270	OXYCODONE	5.0	null	null	083581418	null	0000	09042008	4.4825	500.0	809013955	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6144315	CHAIN PHARMACY	WEIS PHARMACY DEPT #147	null	140 STATE ROUTE 23	null	FRANKLIN	NJ	7416	SUSSEX	S	9143	00591082501	OXYCODONE	1.0	null	null	083581419	null	0000	09082008	0.8965	100.0	809024208	OXYCODONE.HCL 10MG / APAP 650MG TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6144315	CHAIN PHARMACY	WEIS PHARMACY DEPT #147	null	140 STATE ROUTE 23	null	FRANKLIN	NJ	7416	SUSSEX	S	9193	00406036701	HYDROCODONE	1.0	null	null	null	null	0000	10132008	0.6054	100.0	810042613	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6395669	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04876	905 NEW DURHAM RD.	null	EDISON	NJ	8817	MIDDLESEX	S	9193	00074227714	HYDROCODONE	1.0	null	null	null	null	0000	04092008	0.45405	100.0	804031624	VICOPROFEN TABLETS 7.5MG HYDROCODONE	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	AbbVie Inc.	AbbVie Inc.	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6395669	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04876	905 NEW DURHAM RD.	null	EDISON	NJ	8817	MIDDLESEX	S	9143	00406851501	OXYCODONE	3.0	null	null	081868542	null	0000	09102008	4.03425	300.0	809034667	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	15.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6500513	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04545	17 GREEN ST	null	WOODBRIDGE	NJ	7095	MIDDLESEX	S	9143	63481062970	OXYCODONE	2.0	null	null	074468520	null	0000	02282008	1.7930000000000001	200.0	802089889	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6892093	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 05005	639 E 18TH ST	null	PATERSON	NJ	7501	PASSAIC	S	9143	63481062770	OXYCODONE	1.0	null	null	071930770	null	0000	12202007	0.2241	100.0	712043282	OXYCOD.HCL/APAP;2.5MG & 325MG/TAB;BO	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	2.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6926628	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04919	1158 WASHINGTON ST	null	TOMS RIVER	NJ	8753	OCEAN	S	9143	59011086010	OXYCODONE	1.0	null	null	075525471	null	0000	03062008	5.379	100.0	803018767	OXYCONTIN 60MG COTROLLED RELEASE OXY	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	60.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6930146	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04162	835 VAN HOUTEN AVE	null	CLIFTON	NJ	7013	PASSAIC	S	9193	00785635001	HYDROCODONE	1.0	null	null	null	null	0000	02062008	0.6054	100.0	802016714	LORCET HYD.BIT10MG/ACET650MG TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Forest Laboratories, Inc.	Forest Laboratories, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6930146	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04162	835 VAN HOUTEN AVE	null	CLIFTON	NJ	7013	PASSAIC	S	9193	00591038505	HYDROCODONE	1.0	null	null	null	null	0000	03242008	2.27025	500.0	803074718	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW6930146	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04162	835 VAN HOUTEN AVE	null	CLIFTON	NJ	7013	PASSAIC	S	9193	00406036201	HYDROCODONE	1.0	null	null	null	null	0000	07112008	0.6054	100.0	807038639	HYDROCOD.BIT.& APAP,10MG/660MG/TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7130521	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04885	1890 ROUTE 88	null	BRICK	NJ	8724	OCEAN	S	9143	63481062870	OXYCODONE	1.0	null	null	075782819	null	0000	02012008	0.672375	100.0	802003416	PERCOCET TABLETS OXYCODONE HCL 7.5MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7130521	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04885	1890 ROUTE 88	null	BRICK	NJ	8724	OCEAN	S	9143	00406851501	OXYCODONE	5.0	null	null	081868363	null	0000	08012008	6.72375	500.0	808003565	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	15.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7130521	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04885	1890 ROUTE 88	null	BRICK	NJ	8724	OCEAN	S	9143	63481062370	OXYCODONE	2.0	null	null	083168147	null	0000	10032008	0.8965	200.0	810013814	PERCOCET (OXYCODONE HCL/ACETA) 5MG/3	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7375783	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 05333	3333 PARK AVE	null	UNION CITY	NJ	7087	HUDSON	S	9143	63481062970	OXYCODONE	1.0	null	null	081638069	null	0000	09252008	0.8965	100.0	809086578	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7437280	CHAIN PHARMACY	WALGREEN EASTERN CO INC	DBA: WALGREENS # 05463	699 BROADWAY	null	BAYONNE	NJ	7002	HUDSON	S	9143	63481062270	OXYCODONE	1.0	null	null	076584814	null	0000	05072008	0.8964	100.0	805022401	OXYCOD.HCL/APAP;10MG & 650MG/TAB,BOT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7443942	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 07825	100 SPRINGSIDE ROAD	null	WESTAMPTON	NJ	8060	BURLINGTON	S	9143	63481062970	OXYCODONE	1.0	null	null	080974110	null	0000	05062008	0.8965	100.0	805016894	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7443942	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 07825	100 SPRINGSIDE ROAD	null	WESTAMPTON	NJ	8060	BURLINGTON	S	9143	59011010310	OXYCODONE	3.0	null	null	082559259	null	0000	07152008	5.379	300.0	807047220	OXYCONTIN (OXYCODONE.HCL) CONTROLLED	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	20.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7443942	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 07825	100 SPRINGSIDE ROAD	null	WESTAMPTON	NJ	8060	BURLINGTON	S	9193	00074197314	HYDROCODONE	1.0	null	null	null	null	0000	09022008	0.45405	100.0	809003690	VICODIN ES TABLETS 7.5MG HYDROCODONE	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	AbbVie Inc.	AbbVie Inc.	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7443942	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 07825	100 SPRINGSIDE ROAD	null	WESTAMPTON	NJ	8060	BURLINGTON	S	9143	59011010510	OXYCODONE	1.0	null	null	082559284	null	0000	09162008	3.5860000000000003	100.0	809052743	OXYCONTIN - 40MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	40.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7443942	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 07825	100 SPRINGSIDE ROAD	null	WESTAMPTON	NJ	8060	BURLINGTON	S	9143	63481062970	OXYCODONE	2.0	null	null	083968603	null	0000	11112008	1.7930000000000001	200.0	811032859	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7455567	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04963	425 W MAIN ST	null	FREEHOLD	NJ	7728	MONMOUTH	S	9143	63481062370	OXYCODONE	1.0	null	null	080005839	null	0000	02282008	0.44825	100.0	802089954	PERCOCET (OXYCODONE HCL/ACETA) 5MG/3	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7455567	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04963	425 W MAIN ST	null	FREEHOLD	NJ	7728	MONMOUTH	S	9143	59011086010	OXYCODONE	1.0	null	null	081638976	null	0000	05082008	5.379	100.0	805026850	OXYCONTIN 60MG COTROLLED RELEASE OXY	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	60.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7455567	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 04963	425 W MAIN ST	null	FREEHOLD	NJ	7728	MONMOUTH	S	9143	63481062270	OXYCODONE	2.0	null	null	083168022	null	0000	09042008	1.7930000000000001	200.0	809014547	OXYCOD.HCL/APAP;10MG & 650MG/TAB,BOT	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7460669	CHAIN PHARMACY	WEIS PHARMACY DEPT #145	null	2045 ROUTE 57-SUITE 101	null	HACKETTSTOWN	NJ	7840	WARREN	S	9193	00406036101	HYDROCODONE	1.0	null	null	null	null	0000	03272008	0.6054	100.0	803088262	HYDROCODO.BIT 10MG&AC USP TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7460669	CHAIN PHARMACY	WEIS PHARMACY DEPT #145	null	2045 ROUTE 57-SUITE 101	null	HACKETTSTOWN	NJ	7840	WARREN	S	9193	00406036101	HYDROCODONE	1.0	null	null	null	null	0000	04282008	0.6054	100.0	804088171	HYDROCODO.BIT 10MG&AC USP TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7460669	CHAIN PHARMACY	WEIS PHARMACY DEPT #145	null	2045 ROUTE 57-SUITE 101	null	HACKETTSTOWN	NJ	7840	WARREN	S	9193	00406036701	HYDROCODONE	1.0	null	null	null	null	0000	05192008	0.6054	100.0	805057793	HYDROCODONE BIT/ACETA 10MG/325MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7460669	CHAIN PHARMACY	WEIS PHARMACY DEPT #145	null	2045 ROUTE 57-SUITE 101	null	HACKETTSTOWN	NJ	7840	WARREN	S	9143	63481062970	OXYCODONE	1.0	null	null	076839392	null	0000	08132008	0.8965	100.0	808040291	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7460669	CHAIN PHARMACY	WEIS PHARMACY DEPT #145	null	2045 ROUTE 57-SUITE 101	null	HACKETTSTOWN	NJ	7840	WARREN	S	9193	00406036301	HYDROCODONE	1.0	null	null	null	null	0000	10232008	0.6054	100.0	810082656	HYDROCODONE BIT/ACETA 10MG/500MG USP	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7460669	CHAIN PHARMACY	WEIS PHARMACY DEPT #145	null	2045 ROUTE 57-SUITE 101	null	HACKETTSTOWN	NJ	7840	WARREN	S	9143	00406059601	OXYCODONE	2.0	null	null	076839382	null	0000	11142008	14.344000000000001	200.0	811048206	OXYCODONE HYDROCHLORIDE 80MG TABS.	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	80.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7526277	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 05984	8 HADDON AVENUE	null	HADDON TOWNSHIP	NJ	8108	CAMDEN	S	9143	63481062970	OXYCODONE	1.0	null	null	074769189	null	0000	12212007	0.8965	100.0	712048196	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	BW7526277	CHAIN PHARMACY	WALGREEN EASTERN CO., INC.	DBA: WALGREENS # 05984	8 HADDON AVENUE	null	HADDON TOWNSHIP	NJ	8108	CAMDEN	S	9143	59011010710	OXYCODONE	1.0	null	null	083244693	null	0000	09182008	7.172000000000001	100.0	809063114	OXYCONTIN - 80MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	80.0
